TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg
TS,,W/m2,W/m2,W/m2,W/m2,Deg C,%,meters/second,mbar
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
21/07/2010 22:30,27850,0.075,0,0,0,21.15,85.6,3.146,875.1446
21/07/2010 22:40,27851,0,0,0,0,21.08,86.4,2.599,875.2838
21/07/2010 22:50,27852,0,0.001,0,0,21.02,85.9,1.776,875.5301
21/07/2010 23:00,27853,0,0,0,0,21.07,88.2,1.136,875.5372
21/07/2010 23:10,27854,0,0,0,0,20.74,92.6,1.88,875.5214
21/07/2010 23:20,27855,0,0,0,0,20.5,92.6,1.467,875.4391
21/07/2010 23:30,27856,0,0,0.002,0,20.79,92.1,0.284,875.6032
21/07/2010 23:40,27857,0,0,0.162,0,20.88,92.3,0.35,875.7589
21/07/2010 23:50,27858,0.285,0,0.177,0,21.09,90.7,0,875.8154
22/07/2010 00:00,27859,0.406,0,0.104,0,21.15,89.8,0.005,875.8732
22/07/2010 00:10,27860,0.406,0,0.172,0,21.25,88.8,0,875.8892
22/07/2010 00:20,27861,0.406,0,0.067,0,21.41,88,0,875.9711
22/07/2010 00:30,27862,0.402,0,0,0,21.29,89.5,0,875.8648
22/07/2010 00:40,27863,0.406,0,0,0,21.19,89,0,875.9305
22/07/2010 00:50,27864,0.406,0,0.002,0,21.16,88,0,876.2173
22/07/2010 01:00,27865,0.406,0.001,0.029,0,21.28,89.5,0.495,876.0609
22/07/2010 01:10,27866,0.406,0,0.017,0,21.1,92,1.562,876.34
22/07/2010 01:20,27867,0.36,0,0,0,20.83,92.8,0.785,876.208
22/07/2010 01:30,27868,0.232,0,0.001,0,20.93,92,0.138,876.2579
22/07/2010 01:40,27869,0.132,0,0,0,20.69,93.8,1.99,876.0773
22/07/2010 01:50,27870,0,0,0,0,20.37,94.5,1.729,875.9136
22/07/2010 02:00,27871,0.096,0,0,0,20.3,95,1.259,875.9224
22/07/2010 02:10,27872,0.402,0,0.021,0,20.4,94.8,0.484,875.9543
22/07/2010 02:20,27873,0.406,0,0,0,20.27,95.1,0.54,875.8651
22/07/2010 02:30,27874,0.406,0,0.024,0,20.33,94.9,0.549,875.8075
22/07/2010 02:40,27875,0.406,0,0,0,20.3,94.6,0.662,875.8231
22/07/2010 02:50,27876,0.406,0,0,0,20.07,94.5,1.176,875.4147
22/07/2010 03:00,27877,0.406,0,0,0,20.05,93.7,1.513,875.4144
22/07/2010 03:10,27878,0.406,0,0.016,0,20.24,94.6,0.431,875.2834
22/07/2010 03:20,27879,0.406,0,0,0,20.34,94.8,0.491,875.1367
22/07/2010 03:30,27880,0.406,0,0,0,20.28,94.4,0.642,875.1848
22/07/2010 03:40,27881,0.406,0,0,0,20.25,94.5,0.452,875.03
22/07/2010 03:50,27882,0.406,0,0.08,0,20.39,94.4,0.204,874.9485
22/07/2010 04:00,27883,0.406,0,0.049,0,20.2,95.7,0.818,875.0625
22/07/2010 04:10,27884,0.406,0,0.017,0,20.14,96,1.927,875.0873
22/07/2010 04:20,27885,0.406,0,0,0,19.83,96.2,2.455,875.0793
22/07/2010 04:30,27886,0.406,0,0,0,19.64,96.4,2.413,875.0867
22/07/2010 04:40,27887,0.408,0,0,0,19.29,96,2.137,875.1122
22/07/2010 04:50,27888,0.633,0,0.068,0,19.43,95.8,1.03,875.1698
22/07/2010 05:00,27889,0.585,0,0,0,19.45,95.7,1.292,875.218
22/07/2010 05:10,27890,0.42,0,0.001,0,19.35,96,1.212,875.1609
22/07/2010 05:20,27891,0.406,0,0,0,19.43,95.8,0.003,875.2512
22/07/2010 05:30,27892,0.351,0,0,0,19.47,95.9,0.237,875.2017
22/07/2010 05:40,27893,0.362,0,0.002,0,19.44,95.9,0.905,875.1609
22/07/2010 05:50,27894,0.335,0,0.022,0,19.44,96.2,0.517,875.194
22/07/2010 06:00,27895,0.195,0,0.014,0,19.47,96.1,0.92,875.1197
22/07/2010 06:10,27896,0.004,0,0,0,19.34,96.1,1.159,875.0627
22/07/2010 06:20,27897,0.003,0,0.001,0,19.36,96.2,0.485,874.8908
22/07/2010 06:30,27898,0.339,0,0.036,0,19.46,96.2,0.261,874.9886
22/07/2010 06:40,27899,0.278,0,0.004,0,19.55,96.2,0.07,874.9157
22/07/2010 06:50,27900,0.252,0,0.011,0,19.48,96.4,0.337,874.866
22/07/2010 07:00,27901,0.051,0.077,0.222,0.013,19.48,96.4,0,874.7845
22/07/2010 07:10,27902,0,0.792,0.715,0.088,19.4,96.6,0,874.7762
22/07/2010 07:20,27903,0,3.803,3.384,0.317,19.37,96.6,0.775,874.7681
22/07/2010 07:30,27904,0.022,10.22,9.2,0.763,19.33,96.7,1.391,874.7841
22/07/2010 07:40,27905,0.741,24.63,21.62,1.357,19.31,96.5,1.185,874.9814
22/07/2010 07:50,27906,3.088,37.65,32.97,1.919,19.38,96.4,1.502,875.1454
22/07/2010 08:00,27907,13.32,52.29,44.48,2.016,19.44,96.3,1.905,875.2914
22/07/2010 08:10,27908,2.254,84.5,74.36,3.643,19.48,96.6,1.588,875.342
22/07/2010 08:20,27909,1.771,87.4,76.97,3.677,19.7,96.2,0.777,875.5128
22/07/2010 08:30,27910,1.211,50.87,45.16,2.716,19.69,96.3,1.131,875.5616
22/07/2010 08:40,27911,1.247,69.09,60.09,4.308,19.76,96.1,1.218,875.6852
22/07/2010 08:50,27912,1.369,81.1,71.35,5.073,19.75,95.8,1.546,875.7836
22/07/2010 09:00,27913,1.007,39.84,35.28,3.079,19.68,96,1.347,875.9464
22/07/2010 09:10,27914,1.211,59.69,52.53,4.748,19.78,95.7,0.616,875.9391
22/07/2010 09:20,27915,1.047,91.4,81.5,7.056,19.83,95.9,0.965,875.9052
22/07/2010 09:30,27916,2.405,129.4,113.3,9.28,20.04,95.4,0.197,875.9549
22/07/2010 09:40,27917,4.564,187.5,162.7,12.49,20.29,94,0.717,875.8239
22/07/2010 09:50,27918,132.3,324.4,219,17.17,20.74,91.7,0.654,875.8321
22/07/2010 10:00,27919,49.64,286.9,219.4,17.72,21.95,84.1,0.381,875.783
22/07/2010 10:10,27920,7.925,205.5,175.6,15.1,21.49,85.6,1.013,875.8317
22/07/2010 10:20,27921,4.864,251.5,217.3,17.41,21.13,86.7,1.026,875.874
22/07/2010 10:30,27922,122.1,403,261.6,23.31,21.72,80.3,0.296,875.7889
22/07/2010 10:40,27923,350.2,678.7,359.2,32.64,22.45,80.6,1.253,875.6252
22/07/2010 10:50,27924,22.5,365,300.9,22.11,22.34,82.8,1.527,875.4824
22/07/2010 11:00,27925,71.9,423.2,306.7,26.38,22.57,75.31,0.505,875.4972
22/07/2010 11:10,27926,24.53,395.6,326.3,24.85,23.59,73.91,0.184,875.2805
22/07/2010 11:20,27927,47.87,400.4,308.5,22.83,24.36,73.23,0.572,875.2139
22/07/2010 11:30,27928,344,579.8,274.4,32.1,22.99,72.68,2.415,875.1555
22/07/2010 11:40,27929,607.8,831,304.7,43.71,23.24,74.28,2.653,875.0621
22/07/2010 11:50,27930,578.5,906,353.9,46.2,23.45,71.76,2.293,875.0435
22/07/2010 12:00,27931,227,674.2,393,37.08,23.8,76.5,2.633,875.116
22/07/2010 12:10,27932,357.9,839,420.9,45.77,23.1,76.43,3.374,874.9763
22/07/2010 12:20,27933,375.8,850,412.6,46.91,23.53,74.52,2.818,874.9844
22/07/2010 12:30,27934,109.8,575.8,391.4,34.5,23.53,70.05,2.303,874.9764
22/07/2010 12:40,27935,41.21,532.8,413.9,32.51,23.73,71.59,2.597,874.9512
22/07/2010 12:50,27936,68.96,548.3,406.3,32.54,24.16,68.69,1.297,874.7787
22/07/2010 13:00,27937,16.63,483.2,399.6,29.68,24.12,69.98,1.959,874.6812
22/07/2010 13:10,27938,9.3,462.3,393,28.61,24.05,71.25,1.769,874.6405
22/07/2010 13:20,27939,7.767,396.6,336.9,24.5,24.31,69.3,1.11,874.5179
22/07/2010 13:30,27940,3.744,318.1,277.6,20.02,24.14,70.84,1.735,874.4521
22/07/2010 13:40,27941,4.019,295.3,262.4,18.71,24.31,68.86,1.023,874.444
22/07/2010 13:50,27942,3.193,244,218.5,15.79,24.29,70.8,1.331,874.3548
22/07/2010 14:00,27943,2.267,234.2,208,15.3,23.82,70.46,0.8,874.3214
22/07/2010 14:10,27944,3.919,232.2,204.6,15.21,24.12,70.84,1.112,874.1649
22/07/2010 14:20,27945,0.367,228.7,200.1,15.04,22.92,76.05,3.273,873.9623
22/07/2010 14:30,27946,0.77,235.6,206.5,15.54,22.67,75.95,3.143,874.1
22/07/2010 14:40,27947,0,211.4,185.7,14.08,22.11,83,2.748,873.9536
22/07/2010 14:50,27948,0.44,233.6,204.7,15.34,22.14,80.3,1.629,873.8424
22/07/2010 15:00,27949,1.58,218.5,190.9,14.27,22.74,77.53,1.118,873.8542
22/07/2010 15:10,27950,1.665,187.2,162.2,12.39,22.58,76.88,2.068,873.787
22/07/2010 15:20,27951,0.811,142.1,124.1,9.55,22.44,75.18,2.486,873.5485
22/07/2010 15:30,27952,0.563,129.3,113.3,8.65,22.41,78.14,2.976,873.5388
22/07/2010 15:40,27953,1.097,142.1,126.5,9.33,22.35,79.54,2.535,873.4237
22/07/2010 15:50,27954,2.418,169.5,145.2,11.03,22.67,78.04,1.415,873.3291
22/07/2010 16:00,27955,3.695,176.6,152.1,11.45,23.45,74.5,0.376,873.4034
22/07/2010 16:10,27956,3.632,150.8,132.5,9.8,23.98,71.09,0.008,873.4733
22/07/2010 16:20,27957,3.649,231.7,200.6,14.56,24.05,68.12,0.594,873.271
22/07/2010 16:30,27958,3.446,198.9,172.1,12.2,24.2,68.59,0.306,873.1385
22/07/2010 16:40,27959,3.865,228.9,198.2,14.32,24.12,69.65,0.924,872.9753
22/07/2010 16:50,27960,2.002,135.9,117.5,8.72,23.69,72.17,2.382,873.0771
22/07/2010 17:00,27961,0,132.5,113.9,9.17,21.73,75.24,3.871,873.0966
22/07/2010 17:10,27962,0.302,197.5,169.6,12.7,21.72,73.74,2.98,873.1268
22/07/2010 17:20,27963,0.884,204.4,174.7,12.65,21.75,74.56,2.915,873.0227
22/07/2010 17:30,27964,0.481,181.8,155.2,11.58,21.39,77.36,2.946,873.0671
22/07/2010 17:40,27965,1.124,181.2,156.5,11.42,21.63,75.21,1.583,873.0264
22/07/2010 17:50,27966,1.76,197.4,171.2,12.18,21.82,74.19,1.725,873.2716
22/07/2010 18:00,27967,2.41,211.5,180.8,12.76,21.9,75.72,1.693,873.2231
22/07/2010 18:10,27968,1.701,189.4,161.6,11.43,21.45,75.59,2.83,873.3423
22/07/2010 18:20,27969,0.775,148.9,126.1,9.04,21.18,77.09,1.866,873.2153
22/07/2010 18:30,27970,0.832,111.6,96.5,6.862,21.19,76.51,1.497,873.3647
22/07/2010 18:40,27971,0.485,87.8,75.45,5.424,21.4,76.03,1.346,873.4728
22/07/2010 18:50,27972,0.111,56.94,50.26,3.568,21.32,76.51,1.021,873.3641
22/07/2010 19:00,27973,0,42.18,38.25,2.641,21.33,79.34,1.29,873.4434
22/07/2010 19:10,27974,0,38.49,34.07,2.399,20.96,83.3,1.561,873.5295
22/07/2010 19:20,27975,0,34.72,30.19,2.157,20.75,83.2,1.109,873.5488
22/07/2010 19:30,27976,0,29.45,25.78,1.818,20.92,82.9,0.7,873.5992
22/07/2010 19:40,27977,0,23.11,20.2,1.396,20.95,81.9,0,873.7032
22/07/2010 19:50,27978,0,19.09,16.76,1.141,21.23,81,0,873.5133
22/07/2010 20:00,27979,0,12.05,10.45,0.745,21.09,82.3,0.655,873.7048
22/07/2010 20:10,27980,0,4.934,4.277,0.36,20.89,81.6,0.634,873.9896
22/07/2010 20:20,27981,0,0.987,0.856,0.125,20.61,82.5,1.044,874.0704
22/07/2010 20:30,27982,0,0.072,0.155,0.025,20.53,83.1,0.093,874.1133
22/07/2010 20:40,27983,0,0,0,0.007,20.58,83,0,874.3188
22/07/2010 20:50,27984,0,0,0,0,20.54,84,0,874.3347
22/07/2010 21:00,27985,0,0,0,0,20.46,85.4,0,874.498
22/07/2010 21:10,27986,0,0,0,0,20.37,84.8,0,874.5717
22/07/2010 21:20,27987,0,0,0,0,20.29,85,0,874.5474
22/07/2010 21:30,27988,0.065,0,0,0,20.31,86.7,0,874.6699
22/07/2010 21:40,27989,0.406,0,0,0,20.34,86,0.29,874.6859
22/07/2010 21:50,27990,0.406,0,0.06,0,20.4,87.2,1.102,874.7112
22/07/2010 22:00,27991,0.301,0,0,0,20.16,88,0.355,874.7272
22/07/2010 22:10,27992,0.07,0,0.001,0,20.2,86.7,0,874.7267
22/07/2010 22:20,27993,0.343,0,0.128,0,20.3,88.7,0,874.6453
22/07/2010 22:30,27994,0.399,0,0.105,0,20.28,89,0,874.7766
22/07/2010 22:40,27995,0.406,0,0.062,0,20.27,89.9,0,874.8586
22/07/2010 22:50,27996,0.406,0,0.159,0,20.17,90.5,0,874.8579
22/07/2010 23:00,27997,0.406,0,0.027,0,20.08,91.1,0,874.9158
22/07/2010 23:10,27998,0.406,0,0.001,0,20.09,91.6,0,875.1696
22/07/2010 23:20,27999,0.406,0,0.107,0,20.17,91.5,0,875.1689
22/07/2010 23:30,28000,0.406,0,0.123,0,20.06,91.4,0.019,875.2595
22/07/2010 23:40,28001,0.406,0,0,0,20.03,88.4,0,875.3494
22/07/2010 23:50,28002,0.406,0,0.013,0,19.93,87.8,0.331,875.2261
23/07/2010 00:00,28003,0.406,0,0,0,19.95,87.2,0,875.3491
23/07/2010 00:10,28004,0.406,0,0.004,0,20,87.4,0,875.3905
23/07/2010 00:20,28005,0.406,0,0.004,0,20,87.4,0.087,875.3575
23/07/2010 00:30,28006,0.406,0,0.001,0,19.98,89,0.019,875.3405
23/07/2010 00:40,28007,0.406,0,0,0,19.9,89,0.103,875.2182
23/07/2010 00:50,28008,0.314,0,0,0,19.79,86.4,0.186,875.1848
23/07/2010 01:00,28009,0.391,0,0,0,19.91,85.4,0.025,875.055
23/07/2010 01:10,28010,0.392,0,0.144,0,19.98,89.2,0,875.1285
23/07/2010 01:20,28011,0.231,0,0.046,0,19.74,91.4,0.033,875.1609
23/07/2010 01:30,28012,0.041,0,0.018,0,19.76,90.9,0,875.0625
23/07/2010 01:40,28013,0.03,0,0,0,19.83,91.1,0,874.9153
23/07/2010 01:50,28014,0.191,0,0.137,0,19.78,92.8,0,874.7925
23/07/2010 02:00,28015,0.406,0,0.075,0,19.85,92.7,0,874.8336
23/07/2010 02:10,28016,0.406,0,0.012,0,19.86,91.7,0,874.7676
23/07/2010 02:20,28017,0.406,0,0,0,19.73,91,0,874.785
23/07/2010 02:30,28018,0.406,0,0.001,0,19.78,91.8,0.087,874.7594
23/07/2010 02:40,28019,0.406,0,0,0,19.66,92.9,0.939,874.6045
23/07/2010 02:50,28020,0.394,0,0,0,19.47,92.7,0.782,874.4733
23/07/2010 03:00,28021,0.403,0,0,0,19.52,92.5,0.675,874.3097
23/07/2010 03:10,28022,0.406,0,0,0,19.48,90.9,0.631,874.1868
23/07/2010 03:20,28023,0.395,0,0,0,19.5,89,0.401,874.0725
23/07/2010 03:30,28024,0.186,0,0,0,19.51,89.3,0.071,874.0224
23/07/2010 03:40,28025,0.122,0,0,0,19.53,89.3,0,873.8276
23/07/2010 03:50,28026,0.215,0,0,0,19.62,90.1,0,873.7776
23/07/2010 04:00,28027,0.406,0,0.113,0,19.63,91.2,0,873.7452
23/07/2010 04:10,28028,0.258,0,0.018,0,19.46,91.8,0.163,873.7285
23/07/2010 04:20,28029,0,0,0.001,0,19.34,91.9,0.27,873.6468
23/07/2010 04:30,28030,0,0,0,0,19.28,91.5,0.295,873.5897
23/07/2010 04:40,28031,0,0,0.001,0,19.29,92.7,0.192,873.515
23/07/2010 04:50,28032,0.166,0,0.001,0,19.36,93,0.017,873.3695
23/07/2010 05:00,28033,0.381,0,0,0,19.34,93.5,0.116,873.3602
23/07/2010 05:10,28034,0.404,0,0,0,19.26,94.4,0.091,873.3603
23/07/2010 05:20,28035,0.402,0,0,0,19.29,94.4,0,873.3282
23/07/2010 05:30,28036,0.381,0,0,0,19.39,94.3,0,873.4587
23/07/2010 05:40,28037,0.405,0,0,0,19.45,94.1,0,873.4504
23/07/2010 05:50,28038,0.406,0,0,0,19.48,94.3,0.583,873.5081
23/07/2010 06:00,28039,0.208,0,0,0,19.17,95.6,2.093,873.5806
23/07/2010 06:10,28040,0.027,0,0,0,18.95,96.3,1.695,873.5906
23/07/2010 06:20,28041,0.315,0,0,0,18.92,96.4,1.019,873.7125
23/07/2010 06:30,28042,0.23,0,0,0,18.88,96.5,1.381,873.7779
23/07/2010 06:40,28043,0.402,0,0,0,18.82,96.6,0.679,873.8516
23/07/2010 06:50,28044,0.406,0,0.002,0,18.95,96.6,0.139,874.0152
23/07/2010 07:00,28045,0.406,0,0.048,0.007,18.99,96.5,0.634,874.0482
23/07/2010 07:10,28046,0.406,0.282,0.267,0.032,18.94,96.5,1.333,874.0155
23/07/2010 07:20,28047,0.4,0.728,0.628,0.107,18.99,96.3,1.02,874.261
23/07/2010 07:30,28048,0.108,1.568,1.345,0.237,18.96,96.4,1.446,874.351
23/07/2010 07:40,28049,0.244,3.119,2.664,0.396,18.93,96.5,1.183,874.5065
23/07/2010 07:50,28050,0.195,6.618,5.739,0.572,18.95,96.5,0.469,874.6042
23/07/2010 08:00,28051,0.406,13.65,11.66,0.943,19.03,96.3,0.577,874.6949
23/07/2010 08:10,28052,0.406,15.84,13.67,1.019,19.09,96.3,0.731,874.8749
23/07/2010 08:20,28053,0.406,18.61,16.19,1.259,19.09,96.2,0.932,875.0221
23/07/2010 08:30,28054,0.406,19.74,17.1,1.349,19.09,96.1,1.116,875.0137
23/07/2010 08:40,28055,0.406,17.63,15.39,1.168,19.13,96.2,0.502,875.1613
23/07/2010 08:50,28056,0.405,14.44,12.56,0.958,19.21,96,0.8,875.2834
23/07/2010 09:00,28057,0.397,15.94,13.9,1.073,19.12,96.3,1.582,875.2761
23/07/2010 09:10,28058,0.406,26.33,22.87,1.76,19.11,96.3,1.633,875.3984
23/07/2010 09:20,28059,0.439,46.92,40.52,3.089,19.19,96,1.558,875.4882
23/07/2010 09:30,28060,0.456,67.1,57.8,4.403,19.24,95.8,1.414,875.5127
23/07/2010 09:40,28061,0.593,79.57,68.02,5.055,19.35,95.6,0.984,875.5043
23/07/2010 09:50,28062,0.422,61.92,54.23,3.85,19.44,94.9,0.922,875.5875
23/07/2010 10:00,28063,0.863,113.2,98.1,7.479,19.42,94.5,1.376,875.7339
23/07/2010 10:10,28064,1.605,117.6,100.9,8.16,19.58,93.7,1.071,875.7503
23/07/2010 10:20,28065,1.726,123.7,106.8,8.72,19.73,92.4,1.165,875.7994
23/07/2010 10:30,28066,1.719,107,92.5,7.622,19.88,90.8,0.892,875.8075
23/07/2010 10:40,28067,2.397,111,96.4,7.762,20.24,89.3,0.017,875.7585
23/07/2010 10:50,28068,3.195,145.3,124.7,9.84,20.62,87.8,0,875.922
23/07/2010 11:00,28069,2.551,120.4,103.8,8.31,20.85,87.8,0,875.8649
23/07/2010 11:10,28070,1.773,115.6,99.2,8.11,20.88,86.8,0,875.8233
23/07/2010 11:20,28071,2.247,124.4,109.2,8.31,20.83,86.9,0.022,875.9631
23/07/2010 11:30,28072,2.459,123.6,108.1,8.34,20.93,87.5,0.066,875.9711
23/07/2010 11:40,28073,2.235,119.5,105.5,8.28,20.94,86.8,0.13,875.9393
23/07/2010 11:50,28074,2.305,108.5,94.1,7.523,20.79,88.3,0.309,875.7985
23/07/2010 12:00,28075,2.013,115,100.2,7.802,20.65,87.8,0.452,875.8329
23/07/2010 12:10,28076,2.609,179,155,12.49,20.98,84.4,0.454,875.7906
23/07/2010 12:20,28077,2.431,255.3,217.7,17.57,21.12,84.2,0.513,875.8486
23/07/2010 12:30,28078,2.296,256.9,218.7,17.73,21.13,85,0.809,875.8478
23/07/2010 12:40,28079,1.808,272.9,234.8,18.71,21.29,82.5,0.269,875.7021
23/07/2010 12:50,28080,1.592,231.7,199.9,15.56,21.34,87.6,0.378,875.6272
23/07/2010 13:00,28081,2.499,302.9,265,20.89,21.33,82.5,0.625,875.6676
23/07/2010 13:10,28082,6.762,481,413.1,30.08,22.17,78.77,0.39,875.618
23/07/2010 13:20,28083,9.88,489.4,413.7,29.28,22.42,80,0.932,875.4916
23/07/2010 13:30,28084,24.7,594.4,492.5,34.98,22.64,80.1,0.806,875.4301
23/07/2010 13:40,28085,84.1,734.3,541.3,41.61,23.05,77.84,1.638,875.3035
23/07/2010 13:50,28086,195.5,805,507.1,44.23,23.44,68.49,0.861,875.0222
23/07/2010 14:00,28087,5.223,346.7,298.7,23.01,22.97,75.65,2.323,874.8345
23/07/2010 14:10,28088,1.207,190.6,167.9,12.99,22.54,77.42,1.741,874.7454
23/07/2010 14:20,28089,0.163,161.1,142,11.48,22.27,78.78,1.497,874.7482
23/07/2010 14:30,28090,1.926,217.3,186.6,16.03,22.49,77.69,0.739,874.6548
23/07/2010 14:40,28091,3.327,177.9,149.6,12.91,22.97,74.25,0.146,874.5165
23/07/2010 14:50,28092,0.028,67.8,59.5,4.83,22.19,87.1,1.489,874.3251
23/07/2010 15:00,28093,0,40.52,36.02,2.965,21.17,90.1,1.248,874.4672
23/07/2010 15:10,28094,0,29.79,25.75,2.288,20.59,93.4,1.91,874.4905
23/07/2010 15:20,28095,0,24.4,21.04,1.896,20.17,94.8,1.97,874.4769
23/07/2010 15:30,28096,0,37.84,32.95,3.099,19.89,95,1.739,874.305
23/07/2010 15:40,28097,0.143,52.06,44.01,4.426,19.68,95.5,1.882,874.3224
23/07/2010 15:50,28098,0.434,32.86,27.54,2.759,19.85,95.4,1.16,874.422
23/07/2010 16:00,28099,0.202,18.35,15.71,1.593,19.88,95.3,1.046,874.4733
23/07/2010 16:10,28100,0.009,17.02,14.4,1.521,19.61,95.7,1.618,874.4984
23/07/2010 16:20,28101,0.022,18.53,15.87,1.679,19.37,96,1.595,874.4736
23/07/2010 16:30,28102,0,14.43,12.29,1.331,19.31,96.2,0.233,874.5715
23/07/2010 16:40,28103,0,18.86,15.76,1.753,19.38,96.2,0.272,874.4736
23/07/2010 16:50,28104,0.001,16.64,14.25,1.473,19.28,96.2,0.303,874.4648
23/07/2010 17:00,28105,0.082,23.76,20.67,1.968,19.23,96.5,0.689,874.3181
23/07/2010 17:10,28106,0.406,28.8,24.65,2.285,19.39,96.5,0.219,874.2771
23/07/2010 17:20,28107,0.406,37.04,31.48,2.89,19.48,96.3,0.084,874.2935
23/07/2010 17:30,28108,0.518,46.52,39.78,3.417,19.6,96.2,0.487,874.113
23/07/2010 17:40,28109,0.416,58.32,49.58,4.167,19.55,96.4,1.142,874.0721
23/07/2010 17:50,28110,0.42,77.4,65.73,5.302,19.6,96.1,1.001,873.9254
23/07/2010 18:00,28111,0.629,105.2,89.6,6.784,19.72,95.7,1.023,873.9497
23/07/2010 18:10,28112,0.468,104.1,87.4,6.595,19.81,95.3,0.865,873.9166
23/07/2010 18:20,28113,0.56,80.9,69.24,5.087,19.97,94.7,0.66,873.9417
23/07/2010 18:30,28114,0.087,55.57,47.8,3.579,19.9,93.4,1.198,874.0647
23/07/2010 18:40,28115,0.182,40.17,33.99,2.657,19.96,93.4,0.621,874.1054
23/07/2010 18:50,28116,0.314,28.86,24.79,1.938,19.99,92.8,0.791,874.1788
23/07/2010 19:00,28117,0.406,27.42,23.43,1.883,20.03,92.5,0.914,874.2775
23/07/2010 19:10,28118,0.406,17.28,15.1,1.258,20.15,93.2,0.188,874.261
23/07/2010 19:20,28119,0.406,12.94,11.12,0.959,20.16,92.5,0.153,874.4163
23/07/2010 19:30,28120,0.406,10.08,8.84,0.743,20.2,92.4,0.462,874.5063
23/07/2010 19:40,28121,0.406,7.855,6.814,0.574,20.16,92.5,0.458,874.5964
23/07/2010 19:50,28122,0.406,5.711,4.946,0.393,20.21,92.9,0.304,874.7024
23/07/2010 20:00,28123,0.406,4.102,3.563,0.254,20.14,92.8,0.923,874.7524
23/07/2010 20:10,28124,0.559,1.301,1.149,0.117,20.06,92.7,1.109,874.8747
23/07/2010 20:20,28125,0.714,0.342,0.312,0.043,20.1,93.7,0.655,875.0303
23/07/2010 20:30,28126,0.55,0.115,0.172,0.018,20.05,91.8,0.625,875.0789
23/07/2010 20:40,28127,0.803,0,0.025,0,20.06,91.5,0.69,875.2106
23/07/2010 20:50,28128,0.862,0.002,0.184,0,20.1,92.1,0.863,875.3084
23/07/2010 21:00,28129,0.812,0.002,0.024,0,20.09,90.9,0.912,875.3821
23/07/2010 21:10,28130,0.533,0.019,0,0,19.94,90.9,0.908,875.5294
23/07/2010 21:20,28131,0.208,0,0,0,19.79,91.4,1.158,875.6434
23/07/2010 21:30,28132,0.022,0,0,0,19.48,92.9,2.674,875.735
23/07/2010 21:40,28133,0,0,0,0,18.94,94.8,3.658,875.9305
23/07/2010 21:50,28134,0,0,0,0,18.61,95.6,3.73,876.0035
23/07/2010 22:00,28135,0,0,0,0,18.45,96.3,3.024,876.0698
23/07/2010 22:10,28136,0,0,0,0,18.46,96.4,2.15,876.1266
23/07/2010 22:20,28137,0.007,0,0,0,18.47,96.5,1.649,876.1103
23/07/2010 22:30,28138,0.053,0,0.002,0,18.57,96.3,1.249,876.274
23/07/2010 22:40,28139,0.007,0,0.003,0,18.58,96.4,0.91,876.3561
23/07/2010 22:50,28140,0.011,0,0,0,18.64,96.4,1.155,876.4298
23/07/2010 23:00,28141,0.122,0,0.001,0,18.7,96.3,0.599,876.667
23/07/2010 23:10,28142,0.001,0,0,0,18.73,96,1.371,876.7246
23/07/2010 23:20,28143,0,0,0,0,18.77,95.4,1.35,876.8059
23/07/2010 23:30,28144,0,0,0,0,18.79,95.1,1.622,876.8962
23/07/2010 23:40,28145,0,0,0,0,18.77,95.3,2.022,876.8876
23/07/2010 23:50,28146,0,0,0.001,0,18.75,94.9,2.212,876.7733
24/07/2010 00:00,28147,0,0,0,0,18.77,94.6,1.568,876.7488
24/07/2010 00:10,28148,0.185,0,0,0,18.83,94.8,1.456,876.756
24/07/2010 00:20,28149,0.123,0,0,0,18.78,95.3,0.929,876.8149
24/07/2010 00:30,28150,0.001,0,0,0,18.76,95.3,0.495,876.8797
24/07/2010 00:40,28151,0.026,0,0,0,18.8,95.3,0.011,876.9375
24/07/2010 00:50,28152,0,0,0,0,18.66,95.6,0.662,877.0021
24/07/2010 01:00,28153,0,0,0,0,18.59,95.8,1.161,876.7158
24/07/2010 01:10,28154,0.159,0,0.002,0,18.61,96.4,0.357,876.7405
24/07/2010 01:20,28155,0.182,0,0,0,18.65,96.3,0.044,876.6418
24/07/2010 01:30,28156,0.153,0,0.009,0,18.65,96.3,0.076,876.4301
24/07/2010 01:40,28157,0.374,0,0,0,18.64,96.5,0.089,876.6255
24/07/2010 01:50,28158,0.26,0,0,0,18.61,96.6,0.166,876.3473
24/07/2010 02:00,28159,0.191,0,0,0,18.65,96.8,0.011,876.3883
24/07/2010 02:10,28160,0.042,0,0,0,18.64,96.8,0,876.217
24/07/2010 02:20,28161,0,0,0,0,18.61,97.1,0.686,876.1592
24/07/2010 02:30,28162,0.138,0,0,0,18.67,97.1,0.192,876.053
24/07/2010 02:40,28163,0.333,0,0.001,0,18.81,96.9,0,876.02
24/07/2010 02:50,28164,0.003,0,0,0,18.71,96.9,0.134,875.8402
24/07/2010 03:00,28165,0,0,0,0,18.65,96.9,0.357,875.8154
24/07/2010 03:10,28166,0,0,0,0,18.63,96.8,0.149,875.7665
