TOA5,,23644,CR1000.Std.16,CPU:ESTACION_CIE_ver36.CR1,24662,General,,,,
TIMESTAMP,RECORD,I_dir_Avg,I_glo_Avg,I_dif_Avg,I_uv_Avg,AirTC_Avg,RH,WS_ms_Avg,CS106_PB_Avg,
TS,,W/m2,,,,Deg C,%,meters/second,mbar,
,,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg,
06/04/2011 02:50,13698,0,0,0,0.002,23.61,38.5,1.989,876.2665,
06/04/2011 03:00,13699,0,0,0,0.001,23.06,39.52,1.711,876.1503,
06/04/2011 03:10,13700,0.196,0.051,0.066,0.002,23.13,37.88,2.275,876.0425,
06/04/2011 03:20,13701,0.116,0,0,0.002,23.08,39.35,2.046,876.1042,
06/04/2011 03:30,13702,0,0,0,0.001,22.67,40.24,1.403,876.0089,
06/04/2011 03:40,13703,0,0,0,0.001,22.67,39.01,1.094,875.9856,
06/04/2011 03:50,13704,0.384,0,0.017,0.001,22.86,35.09,2.156,876.093,
06/04/2011 04:00,13705,0.526,0.001,0,0.002,23.14,36.97,1.79,876.053,
06/04/2011 04:10,13706,0.205,0,0,0.001,22.86,35.87,2.284,876.1104,
06/04/2011 04:20,13707,0.273,0.004,0,0.001,22.93,34.71,2.31,876.2574,
06/04/2011 04:30,13708,0.126,0.002,0,0.003,22.88,35.29,2.001,876.3478,
06/04/2011 04:40,13709,0.198,0,0,0.001,22.84,33.86,1.919,876.3312,
06/04/2011 04:50,13710,0.17,0,0,0.002,22.9,35.84,1.767,876.5529,
06/04/2011 05:00,13711,0,0,0,0.001,22.5,34.54,1.141,876.6005,
06/04/2011 05:10,13712,0,0,0,0.001,22.7,36.18,0.978,876.4872,
06/04/2011 05:20,13713,0,0,0,0.001,22.27,35.81,1.027,876.6349,
06/04/2011 05:30,13714,0,0,0,0.001,22.14,36.08,0.781,876.7892,
06/04/2011 05:40,13715,0,0,0,0.001,22.12,34.75,0.838,876.7569,
06/04/2011 05:50,13716,0,0,0.01,0,22.07,35.02,0.214,877.1011,
06/04/2011 06:00,13717,0,0,0.198,0,22.02,35.4,0.931,877.1002,
06/04/2011 06:10,13718,0,0.113,0.165,0.008,21.68,36.01,1.771,877.1989,
06/04/2011 06:20,13719,0,0.575,0.468,0.029,21.47,37.37,2.116,877.1417,
06/04/2011 06:30,13720,0,2.764,2.266,0.168,21,39.56,1.728,877.2398,
06/04/2011 06:40,13721,0.54,10.13,8.67,0.547,20.97,37.75,1.491,877.2482,
06/04/2011 06:50,13722,32.74,26,21.23,1.199,21.62,35.77,0.943,877.4537,
06/04/2011 07:00,13723,83.4,47.77,34.98,2.062,22.13,35.19,1.379,877.5666,
06/04/2011 07:10,13724,134.5,73.22,47.88,3.107,22.31,34.24,1.806,877.5513,
06/04/2011 07:20,13725,185.6,101.9,59.76,4.273,22.6,33.93,0.948,877.5909,
06/04/2011 07:30,13726,209.1,125.9,69.71,5.508,22.71,33.76,1.773,877.6738,
06/04/2011 07:40,13727,282.9,165.7,80.4,6.798,23.34,31.92,1.778,877.6579,
06/04/2011 07:50,13728,338.9,205.3,90.6,8.18,24.19,31.27,1.089,877.8698,
06/04/2011 08:00,13729,388.2,246.7,101,9.75,25.37,30.65,0.108,878.0084,
06/04/2011 08:10,13730,433.9,289.1,110,11.48,25.94,31.2,0.219,878.0497,
06/04/2011 08:20,13731,479.2,330.3,116.5,13.44,25.93,29.97,0.429,878.2168,
06/04/2011 08:30,13732,515.1,368.4,122.5,15.5,26.41,29.83,0.457,878.1741,
06/04/2011 08:40,13733,548.4,410.1,128.6,17.66,26.8,26.9,0.521,878.301,
06/04/2011 08:50,13734,571.2,448.3,133.6,19.73,26.14,27.13,1.558,878.3743,
06/04/2011 09:00,13735,597.5,487.5,138.8,21.92,26.27,28.33,1.733,878.3727,
06/04/2011 09:10,13736,621.6,526.1,142.5,23.94,26.35,27.31,1.726,878.5349,
06/04/2011 09:20,13737,643.4,562.8,148,25.84,26.94,27.75,1.425,878.2888,
06/04/2011 09:30,13738,657.4,592.5,151.4,27.69,26.9,27.85,2.376,878.3707,
06/04/2011 09:40,13739,681.6,627.3,154.5,29.93,26.98,26.66,1.73,878.3635,
06/04/2011 09:50,13740,695.7,659.8,157.8,31.88,27.17,26.79,2.127,878.2976,
06/04/2011 10:00,13741,708.8,692,161.8,33.94,27.48,26.21,1.588,878.2973,
06/04/2011 10:10,13742,709.2,713.3,167.2,35.04,27.82,26.35,1.673,878.2076,
06/04/2011 10:20,13743,726,746.8,170.6,37.18,27.69,26.15,2.17,878.1989,
06/04/2011 10:30,13744,739.3,775.3,170.5,39.16,27.61,25.06,1.643,878.2239,
06/04/2011 10:40,13745,759.7,804,171.1,41.27,28.38,25.98,1.774,878.0531,
06/04/2011 10:50,13746,769.8,826,172.2,42.87,28.1,24.85,2.268,878.0109,
06/04/2011 11:00,13747,775.4,842,174.7,44.05,28.69,24.13,1.215,877.9701,
06/04/2011 11:10,13748,778.7,856,176.1,45.01,29,24.82,1.798,877.8887,
06/04/2011 11:20,13749,785.4,875,178.5,46.11,29.59,24.78,1.251,877.6345,
06/04/2011 11:30,13750,784.4,888,180.8,46.84,29.75,24.78,1.989,877.7737,
06/04/2011 11:40,13751,790.3,904,183.8,47.84,30.09,24.41,0.749,877.4876,
06/04/2011 11:50,13752,781,906,186.7,47.77,30.05,25.77,2.364,877.3727,
06/04/2011 12:00,13753,783.2,919,188.4,48.59,29.73,25.91,2.369,877.1354,
06/04/2011 12:10,13754,770.2,915,188.5,47.55,30.32,23.69,1.936,876.9135,
06/04/2011 12:20,13755,744.4,898,195.3,44.8,30.18,22.77,2.276,876.4985,
06/04/2011 12:30,13756,792.1,947,194.7,49.81,30.55,22.36,2.866,876.5209,
06/04/2011 12:40,13757,771.4,928,193.6,48.73,30.78,21.03,2.363,876.1135,
06/04/2011 12:50,13758,792,940,188.4,49.69,30.61,13.81,3.085,875.9658,
06/04/2011 13:00,13759,816,957,186.7,51.01,31.49,15.61,2.693,875.843,
06/04/2011 13:10,13760,805,948,190.5,50.29,31.82,14.32,1.917,875.8831,
06/04/2011 13:20,13761,804,944,193.8,49.95,32.1,12.14,2.778,875.4584,
06/04/2011 13:30,13762,776.1,923,198.4,48.52,31.67,12.61,2.615,875.3112,
06/04/2011 13:40,13763,741.6,895,204.4,46.31,31.78,17.35,3.388,874.9835,
06/04/2011 13:50,13764,735.7,887,203.8,45.67,31.66,15.17,2.532,874.8932,
06/04/2011 14:00,13765,730,870,202.3,44.32,32.6,14.35,1.582,874.5759,
06/04/2011 14:10,13766,727.6,864,203.1,43.72,32.07,13.84,2.72,874.3038,
06/04/2011 14:20,13767,711.5,843,204.1,42.12,32.5,13.06,2.288,874.0354,
06/04/2011 14:30,13768,695.7,820,204.6,40.4,33.11,12.44,2.632,874.0432,
06/04/2011 14:40,13769,678.9,803,209.5,39.26,32.11,12.75,3.968,873.8047,
06/04/2011 14:50,13770,653.9,775.1,213.1,37.14,32.62,12.1,3.021,873.6104,
06/04/2011 15:00,13771,456.3,607.1,197.4,30.65,32.47,12.92,4.195,873.519,
06/04/2011 15:10,13772,380.9,546.2,197.9,27.88,32.44,12.27,4.166,873.2743,
06/04/2011 15:20,13773,404.3,559,203.3,27.58,32.56,12.41,3.306,873.1191,
06/04/2011 15:30,13774,461.7,586.3,204.5,27.89,32.88,12.41,3.47,872.9875,
06/04/2011 15:40,13775,483,577.1,202.5,26.85,32.87,11.79,2.369,872.7822,
06/04/2011 15:50,13776,481.1,555.5,198.9,25.13,32.92,12.78,2.533,872.6116,
06/04/2011 16:00,13777,509.7,547.5,193.4,24.03,33.59,11.42,1.625,872.4481,
06/04/2011 16:10,13778,516.5,525.1,182.1,22.33,33.23,12.37,3.45,872.3413,
06/04/2011 16:20,13779,469.8,474.7,171,19.85,33.18,12.14,2.905,872.2512,
06/04/2011 16:30,13780,291.3,331.9,147,15.5,33.35,12.65,1.944,872.2845,
06/04/2011 16:40,13781,74.73,173.3,111.8,10.77,32.87,12.89,0.886,872.1293,
06/04/2011 16:50,13782,21.21,139.9,110,9,32.93,12.51,0.419,871.9479,
06/04/2011 17:00,13783,257.3,298.1,159.6,11.7,32.82,12.95,2.721,871.9249,
06/04/2011 17:10,13784,237.9,277.5,155.2,11.36,32.95,12.99,2.528,872.0555,
06/04/2011 17:20,13785,143.1,193.1,119.8,8.65,32.93,12.95,2.893,871.826,
06/04/2011 17:30,13786,94.7,152.3,103.5,7.097,32.69,12.89,1.953,872.0799,
06/04/2011 17:40,13787,42.58,113.3,84.8,5.764,32.9,13.53,1.386,872.1699,
06/04/2011 17:50,13788,16.96,84.7,67.13,4.559,32.61,13.02,1.441,872.2924,
06/04/2011 18:00,13789,12.06,74.24,60.72,3.812,32.61,13.5,0.372,872.334,
06/04/2011 18:10,13790,7.706,62.42,51.85,3.085,32.59,13.23,0.969,872.3741,
06/04/2011 18:20,13791,23.02,51.5,41.86,2.296,32.55,13.47,0.58,872.4481,
06/04/2011 18:30,13792,32.88,41.76,34.21,1.566,32.41,13.5,1.007,872.5135,
06/04/2011 18:40,13793,7.295,26.55,22.86,0.916,32.42,13.57,0,872.5872,
06/04/2011 18:50,13794,0,11.16,9.84,0.4,32.24,14.76,0,872.7097,
06/04/2011 19:00,13795,0,2.217,2.301,0.115,31.78,15.44,0.122,872.7755,
06/04/2011 19:10,13796,0,0.19,0.401,0.02,31.29,16.53,1.073,872.6526,
06/04/2011 19:20,13797,0,0,0.003,0.003,30.58,15.72,1.574,872.726,
06/04/2011 19:30,13798,0,0,0,0.001,30.71,17.25,2.468,872.7917,
06/04/2011 19:40,13799,0,0,0,0.001,30.14,18.44,3.18,872.7745,
06/04/2011 19:50,13800,0,0,0,0.001,29.93,18.44,3.476,872.4965,
06/04/2011 20:00,13801,0,0,0,0.001,29.55,18.51,3.536,872.6525,
06/04/2011 20:10,13802,0,0,0,0.001,29.39,17.73,3.459,872.5463,
06/04/2011 20:20,13803,0,0,0,0.001,29.31,17.49,3.278,872.7758,
06/04/2011 20:30,13804,0,0,0,0,29.17,16.67,2.393,873.0952,
06/04/2011 20:40,13805,0,0,0.003,0,29.27,17.11,1.755,873.373,
06/04/2011 20:50,13806,0,0,0,0,29.25,17.21,0.665,873.4125,
06/04/2011 21:00,13807,0,0,0,0,29.31,18.68,0.182,873.472,
06/04/2011 21:10,13808,0,0.043,0,0.001,28.89,18.27,2.764,873.6174,
06/04/2011 21:20,13809,0,0,0.041,0.002,28.94,18.78,1.051,873.7409,
06/04/2011 21:30,13810,0,0,0,0,28.4,19.33,1.303,873.9127,
06/04/2011 21:40,13811,0,0,0.067,0.001,28.32,19.74,0.502,874.027,
06/04/2011 21:50,13812,0,0,0.067,0.002,27.96,21.44,0.362,874.1108,
06/04/2011 22:00,13813,0,0,0,0.002,27.29,20.76,1.032,874.4532,
06/04/2011 22:10,13814,0,0,0.029,0.001,27.58,21.2,0.424,874.5421,
06/04/2011 22:20,13815,0,0,0.312,0.003,27.63,22.29,1.111,874.7985,
06/04/2011 22:30,13816,0,0,0.087,0.004,27.08,22.53,0.451,874.981,
06/04/2011 22:40,13817,0,0,0.008,0.003,27.19,22.81,0.358,875.1766,
06/04/2011 22:50,13818,0.301,0,0.209,0.006,27.58,19.47,1.349,875.1578,
06/04/2011 23:00,13819,0.055,0,0.173,0.005,27.49,20.59,0.626,875.3389,
06/04/2011 23:10,13820,0.191,0,0.185,0.004,27.52,15.58,1.617,875.365,
06/04/2011 23:20,13821,0.09,0,0.015,0.003,27.75,15.65,1.001,875.4398,
06/04/2011 23:30,13822,0,0,0,0.002,27.57,15.95,0.568,875.6234,
06/04/2011 23:40,13823,0,0.109,0.086,0.001,27.09,16.23,1.445,875.6306,
06/04/2011 23:50,13824,0,0.065,0.07,0.003,26.78,19.98,2.4,875.6742,
07/04/2011 00:00,13825,0.037,0.038,0.016,0.001,25.81,18.68,2,875.7935,
07/04/2011 00:10,13826,0.145,0.088,0.085,0.003,26.57,18.79,1.206,875.9814,
07/04/2011 00:20,13827,0.149,0.096,0.099,0.003,26.24,19.74,1.387,875.9475,
07/04/2011 00:30,13828,0,0,0.172,0.003,25.94,20.9,1.287,876.063,
07/04/2011 00:40,13829,0.009,0.027,0,0.002,25.58,20.83,1.561,875.8085,
07/04/2011 00:50,13830,0,0,0,0.003,25.38,21.04,1.689,875.8724,
07/04/2011 01:00,13831,0,0,0.134,0.003,25.07,23.63,1.561,875.866,
07/04/2011 01:10,13832,0,0,0.027,0.003,24.31,22.54,1.531,875.8831,
07/04/2011 01:20,13833,0.068,0.005,0.108,0.002,24.77,22.67,1.646,875.803,
07/04/2011 01:30,13834,0.212,0.017,0,0.003,24.58,23.39,1.638,875.8429,
07/04/2011 01:40,13835,0.02,0.026,0.007,0.004,24.29,24.65,1.736,875.7202,
07/04/2011 01:50,13836,0.097,0.024,0.302,0.003,24.28,23.36,1.888,875.6859,
07/04/2011 02:00,13837,0.472,0.054,0.312,0.003,24.56,22.64,2.145,875.5737,
07/04/2011 02:10,13838,0.435,0.001,0.312,0.004,24.6,22.44,1.572,875.6249,
07/04/2011 02:20,13839,0.405,0.002,0.312,0.003,24.49,22.37,1.679,875.6123,
07/04/2011 02:30,13840,0.405,0.038,0.312,0.004,24.57,21.69,1.541,875.5129,
07/04/2011 02:40,13841,0.42,0.065,0.263,0.005,24.76,21.11,1.515,875.5132,
07/04/2011 02:50,13842,0.405,0.015,0.312,0.003,24.73,20.56,1.639,875.3732,
07/04/2011 03:00,13843,0.358,0,0.312,0.003,24.74,20.73,1.812,875.2826,
07/04/2011 03:10,13844,0.19,0,0.15,0.004,24.54,23.02,0.805,875.1884,
07/04/2011 03:20,13845,0.109,0.069,0.201,0.003,24.05,20.97,1.546,875.1583,
07/04/2011 03:30,13846,0.094,0,0.297,0.006,24.19,22.88,1.253,875.1774,
07/04/2011 03:40,13847,0,0,0.004,0.002,23.58,22.88,0.972,875.2719,
07/04/2011 03:50,13848,0,0,0,0.001,23.16,23.84,0.851,875.0753,
07/04/2011 04:00,13849,0,0.002,0.224,0.002,23.04,22.98,1.108,875.2158,
07/04/2011 04:10,13850,0,0.025,0.137,0.003,22.95,22.81,0.731,875.1533,
07/04/2011 04:20,13851,0.066,0.001,0.313,0.004,23.18,22.06,1.27,875.1278,
07/04/2011 04:30,13852,0.162,0.001,0.22,0.002,23.27,23.15,1.03,875.1523,
07/04/2011 04:40,13853,0,0,0.089,0.003,22.84,23.19,0.97,875.1206,
07/04/2011 04:50,13854,0,0.041,0.103,0.002,22.65,23.43,1.145,875.3907,
07/04/2011 05:00,13855,0,0,0,0.001,22.4,23.5,0.501,875.3243,
07/04/2011 05:10,13856,0,0,0.008,0,22.28,24.04,0.457,875.2755,
07/04/2011 05:20,13857,0,0,0,0,22.19,23.8,0.298,875.4151,
07/04/2011 05:30,13858,0,0.015,0.092,0,22.3,23.63,1.025,875.4801,
07/04/2011 05:40,13859,0.33,0.209,0.195,0.001,22.55,23.53,1.407,875.5208,
07/04/2011 05:50,13860,0.405,0.247,0.09,0.001,22.6,23.77,1.598,875.5626,
07/04/2011 06:00,13861,0.168,0.031,0,0.002,22.48,24.89,1.526,875.6355,
07/04/2011 06:10,13862,0,0.129,0.095,0.012,22.11,25.34,0.596,875.7675,
07/04/2011 06:20,13863,0,0.627,0.527,0.032,21.93,25.81,1.019,875.8321,
07/04/2011 06:30,13864,0,3.293,2.808,0.189,21.73,25.06,1.459,875.9295,
07/04/2011 06:40,13865,1.392,11.24,9.52,0.581,21.51,26.7,1.86,875.7423,
07/04/2011 06:50,13866,51.85,27.95,21.83,1.271,21.48,26.56,1.798,875.8489,
07/04/2011 07:00,13867,113.7,50.49,34.86,2.14,21.62,25.92,1.498,875.938,
07/04/2011 07:10,13868,178.1,78.3,47.2,3.142,22.14,25.34,0.235,875.9394,
07/04/2011 07:20,13869,236.6,109,58.92,4.285,22.72,25.1,0,876.3312,
07/04/2011 07:30,13870,293.2,142.3,69.33,5.545,23.26,24.21,0,876.3483,
07/04/2011 07:40,13871,343,177.6,78.9,6.92,23.6,23.53,0,876.5443,
07/04/2011 07:50,13872,396.7,216.3,87.8,8.45,24.71,24.79,0,876.6165,
07/04/2011 08:00,13873,451,257.9,95.6,10.17,25.4,24.72,0,876.612,
07/04/2011 08:10,13874,491.3,297.5,103.2,11.94,26.21,23.29,0,876.7143,
07/04/2011 08:20,13875,533,338,110.2,13.74,27.2,20.49,0.072,876.8013,
07/04/2011 08:30,13876,565.5,377,116.2,15.64,27.44,17.86,0.449,876.9146,
07/04/2011 08:40,13877,592.3,416.5,122.1,17.56,27.72,16.4,0.085,876.8666,
07/04/2011 08:50,13878,610.4,453.2,128.3,19.34,28.4,18.58,0.353,876.9922,
07/04/2011 09:00,13879,633.1,491.5,133.3,21.46,27,19.46,1.321,877.0541,
07/04/2011 09:10,13880,649.6,527.6,138.6,23.46,27.13,18.99,0.846,877.1926,
07/04/2011 09:20,13881,666.9,560.3,143.6,25.39,27.29,19.7,1.176,877.1611,
07/04/2011 09:30,13882,685.2,595.3,148.5,27.55,27.18,20.52,1.311,877.25,
07/04/2011 09:40,13883,702.9,629.9,154,29.69,27.69,19.7,0.78,877.1857,
07/04/2011 09:50,13884,711.3,658.1,159.2,31.29,28.26,21.54,1.211,877.1682,
07/04/2011 10:00,13885,699.3,680.5,160.7,32.68,27.47,21.2,1.331,877.0616,
07/04/2011 10:10,13886,736.5,723,163.4,36.06,28.2,22.43,1.614,876.8909,
07/04/2011 10:20,13887,750,754,165.5,38.15,27.75,22.64,2.252,877.0124,
07/04/2011 10:30,13888,758.5,779.7,168.6,39.94,27.62,22.46,1.782,876.7353,
07/04/2011 10:40,13889,766.2,803,171.8,41.39,28.2,21.71,1.867,876.898,
07/04/2011 10:50,13890,773.1,824,173.6,42.75,28.25,20.56,1.847,876.6779,
07/04/2011 11:00,13891,785,848,175.2,44.3,28.84,21.34,1.621,876.5467,
07/04/2011 11:10,13892,787.1,863,178.7,45.29,29.23,22.67,1.354,876.4064,
07/04/2011 11:20,13893,789.9,881,181.8,46.48,28.51,24.48,2.697,876.2449,
07/04/2011 11:30,13894,775.7,892,191.4,46.6,28.72,25.94,2.097,876.2105,
07/04/2011 11:40,13895,749.4,889,203.9,45.14,29.32,24.58,2.539,876.0562,
07/04/2011 11:50,13896,748.4,900,208.5,46.03,29.11,23.83,1.575,875.8346,
07/04/2011 12:00,13897,715.8,887,216.1,43.66,29.56,25.43,3.36,875.5236,
07/04/2011 12:10,13898,750.6,918,213.5,46.9,30.15,23.66,1.116,875.3276,
07/04/2011 12:20,13899,765.9,932,210.2,48.69,29.7,25.02,2.293,875.2864,
07/04/2011 12:30,13900,768.7,939,211.3,49.08,30.14,23.32,1.961,874.8121,
07/04/2011 12:40,13901,751.9,928,214.5,47.9,30.4,22.26,1.938,874.6645,
07/04/2011 12:50,13902,738.6,920,219.3,46.88,30.62,21.99,1.751,874.3855,
07/04/2011 13:00,13903,714.3,909,227.2,44.84,31.11,22.87,2.412,873.8792,
07/04/2011 13:10,13904,707.3,907,231.6,44.82,30.8,21.48,1.988,873.7575,
07/04/2011 13:20,13905,701.5,900,233.6,44.31,31.14,21.07,2.501,873.5271,
07/04/2011 13:30,13906,695.3,892,234.5,43.64,31.37,19.67,1.461,873.2083,
07/04/2011 13:40,13907,692.8,886,235.2,43.01,32.14,20.28,1.573,873.0446,
07/04/2011 13:50,13908,682.1,871,233.8,41.95,32.08,19.57,2.014,872.8403,
07/04/2011 14:00,13909,680.1,858,230.3,41.51,31.92,19.09,2.05,872.3745,
07/04/2011 14:10,13910,672.3,840,228.1,40.46,32.03,19.12,2.456,872.3168,
07/04/2011 14:20,13911,664.6,825,227.6,39.51,32.45,18.2,2.56,872.1851,
07/04/2011 14:30,13912,652.9,805,227.2,38.08,32.7,18.07,2.479,871.8508,
07/04/2011 14:40,13913,621.7,769.4,227.2,35.5,32.41,17.45,2.313,871.6785,
07/04/2011 14:50,13914,596.8,739.7,227.2,33.58,32.23,17.93,2.942,871.6702,
07/04/2011 15:00,13915,573.1,705.7,224.8,31.85,32.82,16.5,1.982,871.3599,
07/04/2011 15:10,13916,555.9,677,221.7,30.32,32.74,15.85,1.945,871.1715,
07/04/2011 15:20,13917,545.3,654,220,28.74,33,15.54,1.625,871.0803,
07/04/2011 15:30,13918,519.1,618.1,216.7,26.68,33.63,16.16,1.893,870.7304,
07/04/2011 15:40,13919,502.6,588.2,210.8,25.16,33.25,15.89,1.693,870.6153,
07/04/2011 15:50,13920,486.8,556.7,204.3,23.65,32.81,16.16,2.591,870.4269,
07/04/2011 16:00,13921,485.1,533.9,199.4,22.27,34,15.27,1.055,870.206,
07/04/2011 16:10,13922,483.9,513.3,193.8,21.06,33.46,15.75,2.856,870.2797,
07/04/2011 16:20,13923,456.9,475.6,186.2,19.43,33.15,15.68,3.381,870.0092,
07/04/2011 16:30,13924,423.5,431.7,176.6,17.55,33.71,15.41,2.591,869.7729,
07/04/2011 16:40,13925,408.2,401.1,169.1,16.13,33.46,15.85,3.066,869.7807,
07/04/2011 16:50,13926,395.9,369.3,158.8,14.57,33.45,16.12,3.053,869.739,
07/04/2011 17:00,13927,353.7,322.4,146.2,12.7,33.29,15.75,2.524,869.5278,
07/04/2011 17:10,13928,325.3,284.6,135,11.09,33.29,15.85,3.779,869.5433,
07/04/2011 17:20,13929,283.3,243.4,122.9,9.35,33,17.25,3.273,869.8383,
07/04/2011 17:30,13930,242.8,204.7,110.2,7.913,33.17,16.91,2.038,869.7968,
07/04/2011 17:40,13931,203.5,168.1,96.3,6.615,33.11,16.6,2.518,869.7242,
07/04/2011 17:50,13932,161.6,131.2,80.3,5.4,33.01,16.16,2.067,869.8464,
07/04/2011 18:00,13933,120.6,99,65.28,4.288,32.87,17.15,2.251,869.8625,
07/04/2011 18:10,13934,93.3,74.71,52.37,3.292,32.46,18.17,2.755,869.9849,
07/04/2011 18:20,13935,12.34,45.37,37.62,2.427,32.22,19.09,2.023,870.076,
07/04/2011 18:30,13936,2.092,30.48,26.25,1.657,31.9,19.6,2.326,870.1818,
07/04/2011 18:40,13937,0,18.47,16.24,0.984,31.75,19.53,1.818,870.2971,
07/04/2011 18:50,13938,0,8.04,7.147,0.463,31.67,19.36,1.823,870.4015,
07/04/2011 19:00,13939,0,2.124,2.056,0.149,31.54,19.06,1.793,870.2646,
07/04/2011 19:10,13940,0,0.138,0.093,0.027,31.36,18.89,2.081,870.4351,
07/04/2011 19:20,13941,0,0.001,0,0.009,31.41,18.51,3.53,870.165,
07/04/2011 19:30,13942,0,0,0,0.001,31.33,18.68,3.665,870.3693,
07/04/2011 19:40,13943,0,0,0,0,31.15,18.89,3.048,870.3456,
07/04/2011 19:50,13944,0,0,0,0.001,30.95,18.99,3.15,870.4853,
07/04/2011 20:00,13945,0,0,0,0.001,30.74,19.23,3.25,870.5013,
07/04/2011 20:10,13946,0,0,0,0,30.45,19.98,2.596,870.606,
07/04/2011 20:20,13947,0,0,0,0.001,30.12,21.44,2.326,870.6331,
07/04/2011 20:30,13948,0,0,0,0.002,29.26,22.64,2.43,870.9587,
07/04/2011 20:40,13949,0,0,0,0.001,28.96,23.32,1.479,870.9921,
07/04/2011 20:50,13950,0,0,0,0.002,28.88,23.08,3.014,871.2864,
07/04/2011 21:00,13951,0,0,0,0.002,28.7,23.28,2.281,871.3107,
07/04/2011 21:10,13952,0,0,0,0.002,28.02,24.99,2.354,871.3928,
07/04/2011 21:20,13953,0,0.039,0.06,0.003,27.79,23.62,2.489,871.4923,
07/04/2011 21:30,13954,0,0,0,0.004,27.83,24.1,1.783,871.5594,
07/04/2011 21:40,13955,0,0,0,0.003,27.62,21.54,1.944,871.6925,
07/04/2011 21:50,13956,0.316,0.003,0.02,0.003,27.99,20.35,2.816,871.7125,
07/04/2011 22:00,13957,0.334,0.014,0.011,0.005,28,20.35,2.638,871.7872,
07/04/2011 22:10,13958,0.095,0.013,0.047,0.003,27.91,20.66,1.66,871.912,
07/04/2011 22:20,13959,0,0,0,0.003,27.71,21.17,0.383,871.9159,
07/04/2011 22:30,13960,0,0,0,0.002,27.41,22.29,0.078,872.0725,
07/04/2011 22:40,13961,0,0,0,0.002,26.88,23.59,1.201,872.1773,
07/04/2011 22:50,13962,0,0,0,0.002,26.78,24.03,0,872.3662,
07/04/2011 23:00,13963,0,0,0,0.002,26.65,25.33,0.205,872.1535,
07/04/2011 23:10,13964,0,0,0,0.004,26.59,26.22,0,872.3433,
07/04/2011 23:20,13965,0,0.001,0.01,0.003,26.02,28.33,1.228,872.4619,
07/04/2011 23:30,13966,0,0,0.241,0.004,25.89,27.55,0.774,872.41,
07/04/2011 23:40,13967,0,0,0.289,0.005,25.95,28.64,0.78,872.616,
07/04/2011 23:50,13968,0,0,0.299,0.004,25.81,28.5,0.136,872.5109,
08/04/2011 00:00,13969,0,0,0.149,0.003,25.57,29.73,0.46,872.577,
08/04/2011 00:10,13970,0,0,0.201,0.003,25.14,29.36,0.474,872.7969,
08/04/2011 00:20,13971,0,0,0.312,0.003,25.21,28.54,0.588,872.684,
08/04/2011 00:30,13972,0,0,0.272,0.002,25.22,27.62,0.329,872.6575,
08/04/2011 00:40,13973,0,0,0.312,0.005,25.34,27.89,0.244,872.601,
08/04/2011 00:50,13974,0.007,0.001,0.177,0.002,24.96,29.05,0.443,872.5161,
08/04/2011 01:00,13975,0,0.001,0.122,0.003,24.75,29.32,0.524,872.4676,
08/04/2011 01:10,13976,0.063,0,0.147,0.002,24.88,29.53,0.222,872.5984,
08/04/2011 01:20,13977,0.191,0,0.272,0.005,24.99,29.87,0.165,872.6565,
08/04/2011 01:30,13978,0.001,0,0.006,0.003,24.62,30.96,0.126,872.5391,
08/04/2011 01:40,13979,0,0,0.099,0.003,24.54,31.23,0.093,872.5833,
08/04/2011 01:50,13980,0,0,0.146,0.002,24.45,31.78,0.016,872.7443,
08/04/2011 02:00,13981,0,0,0.312,0.001,24.33,32.26,0.304,872.6823,
08/04/2011 02:10,13982,0.052,0.06,0.302,0.002,24.2,33.38,0.906,872.6681,
08/04/2011 02:20,13983,0.003,0,0.077,0.001,24.02,33.89,0.129,872.9341,
08/04/2011 02:30,13984,0,0,0.006,0.001,23.78,34.88,0.626,872.9152,
08/04/2011 02:40,13985,0.162,0.036,0.058,0.003,23.67,36.01,1.326,872.8535,
08/04/2011 02:50,13986,0.001,0,0.044,0.003,23.49,37,1.348,872.6943,
08/04/2011 03:00,13987,0.21,0.009,0.261,0.003,23.58,36.08,1.272,872.8278,
08/04/2011 03:10,13988,0.405,0,0.312,0.003,23.8,36.15,1.356,872.9275,
08/04/2011 03:20,13989,0.355,0,0.287,0.004,23.72,37.34,1.017,872.9006,
08/04/2011 03:30,13990,0.037,0.004,0.163,0.002,23.5,38.16,1.119,873.0209,
08/04/2011 03:40,13991,0,0,0.203,0.001,23.37,38.87,1.2,872.9661,
08/04/2011 03:50,13992,0,0,0.277,0.001,23.27,39.35,1.187,873.0739,
08/04/2011 04:00,13993,0,0,0.309,0.001,23.23,39.73,1.19,873.2134,
08/04/2011 04:10,13994,0,0,0.283,0.002,23.17,39.52,0.796,873.1884,
08/04/2011 04:20,13995,0,0,0.312,0.001,23.09,39.32,1.392,873.3517,
08/04/2011 04:30,13996,0,0,0.312,0.001,23.02,39.11,0.999,873.1643,
08/04/2011 04:40,13997,0,0,0.288,0.001,23.02,38.98,1.242,873.3858,
08/04/2011 04:50,13998,0,0,0.312,0.001,22.98,38.94,1.474,873.4991,
08/04/2011 05:00,13999,0.03,0,0.245,0.002,22.9,39.18,1.705,873.3114,
08/04/2011 05:10,14000,0,0.001,0.26,0.004,22.8,38.77,1.311,873.4018,
