TOA5,ESOLMET-CR1000,23644,CR1000.Std.16,CPU:2021-05-21-ESOLMET-CR1000.CR1,25840,,,,
TIMESTAMP,RECORD,I_glo_Avg,I_dir_Avg,I_dif_Avg,AirTC_Avg,RH_Avg,WS_ms_Avg,CS106_PB_Avg,Rain_mm_Tot
TS,RN,W/m2,W/m2,W/m2,°C,%,m/s,mbar,mm
,,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Tot
,,,,,,,,,
25/06/2021 16:30,25129,299.4,22.52,233.4,26.56,56.39,0.653,874.7563,-
25/06/2021 16:40,25130,349,151.5,213.9,27.26,55.86,0.225,874.9024,-
25/06/2021 16:50,25131,253.7,66.48,178.4,27.14,55.01,0.885,874.7614,-
25/06/2021 17:00,25132,307.6,183.2,175.4,27.12,55.09,0.986,874.6469,-
25/06/2021 17:10,25133,491.7,567.8,174.1,27.04,57.33,1.743,874.5109,-
25/06/2021 17:20,25134,431.4,438.1,191.3,27.37,55.95,1.966,874.4721,-
25/06/2021 17:30,25135,160.7,0.118,139.3,26.51,58.11,1.432,874.8081,-
25/06/2021 17:40,25136,132.1,0,115.1,26.19,56.08,1.451,874.8015,-
25/06/2021 17:50,25137,145.3,48.01,113.3,25.81,57.92,2.125,874.9135,-
25/06/2021 18:00,25138,28.22,0,21.88,24.69,62.32,4.356,875.1766,-
25/06/2021 18:10,25139,17.22,0,8.86,21.41,73.69,5.754,875.5044,-
25/06/2021 18:20,25140,18.51,0.03,10.14,18.38,90.2,4.136,875.9904,-
25/06/2021 18:30,25141,11.06,0.024,9.14,17.54,96.4,2.189,876.2605,-
25/06/2021 18:40,25142,5.066,0.262,4.781,17.8,97,1.208,876.2433,-
25/06/2021 18:50,25143,2.696,0.064,2.418,17.94,97.4,1.985,876.1806,-
25/06/2021 19:00,25144,1.653,0.031,1.415,18.01,97,2.458,876.1398,-
25/06/2021 19:10,25145,1.272,0.006,0.828,17.96,96.4,2.142,876.2711,-
25/06/2021 19:20,25146,1.207,0,0.359,17.78,95.3,3.33,876.1979,-
25/06/2021 19:30,25147,0.432,0.051,0.275,17.87,93.6,3.876,876.4263,-
25/06/2021 19:40,25148,0.092,0.176,0,17.99,93.3,3.261,876.2302,-
25/06/2021 19:50,25149,0.119,0.229,0.001,18.23,91.8,3.242,876.2798,-
25/06/2021 20:00,25150,0,0.283,0.157,18.47,91.2,2.731,876.4019,-
25/06/2021 20:10,25151,0,0.352,0.136,18.62,90.8,2.671,876.4676,-
25/06/2021 20:20,25152,0,0.192,0.012,18.86,89.6,1.094,876.6721,-
25/06/2021 20:30,25153,0,0.295,0,18.88,91.2,0.075,876.9664,-
25/06/2021 20:40,25154,0,0.323,0.009,18.91,92.4,3.731,877.2203,-
25/06/2021 20:50,25155,0.158,0.005,0.065,18.42,93.4,3.483,877.3018,-
25/06/2021 21:00,25156,0,0.012,0,18.05,96.6,2.169,877.7352,-
25/06/2021 21:10,25157,0,0.082,0,18.04,97.2,1.114,877.6129,-
25/06/2021 21:20,25158,0,0.095,0,18.09,96.9,0.049,878.1038,-
25/06/2021 21:30,25159,0,0.381,0,18.25,96.2,0.25,878.0211,-
25/06/2021 21:40,25160,0,0.334,0,18.41,94.9,0.045,878.2506,-
25/06/2021 21:50,25161,0,0.186,0.017,18.37,95.2,1.169,878.2509,-
25/06/2021 22:00,25162,0,0.183,0.017,18.22,96,0.542,878.2418,-
25/06/2021 22:10,25163,0,0.251,0.027,18.38,95.9,0.032,878.2917,-
25/06/2021 22:20,25164,0,0.335,0.257,18.41,95.4,0.003,878.3233,-
25/06/2021 22:30,25165,0,0.361,0.359,18.42,95.5,0.041,878.4799,-
25/06/2021 22:40,25166,0,0.373,0.359,18.5,95.7,0.115,878.3812,-
25/06/2021 22:50,25167,0,0.334,0.359,18.66,95.1,0.142,878.373,-
25/06/2021 23:00,25168,0,0.355,0.359,18.78,94.7,0.943,878.3403,-
25/06/2021 23:10,25169,0,0.274,0.359,18.81,94.3,0.376,878.4792,-
25/06/2021 23:20,25170,0,0.227,0.359,18.78,94.5,0.453,878.5941,-
25/06/2021 23:30,25171,0,0.223,0.259,18.9,94.5,0,878.5202,-
25/06/2021 23:40,25172,0,0.316,0.355,18.95,94.1,0.106,878.4464,-
25/06/2021 23:50,25173,0,0.344,0.359,19.01,93.6,0.675,878.5941,-
26/06/2021 00:00,25174,0,0.313,0.359,19.03,93.3,0.839,878.29,-
26/06/2021 00:10,25175,0,0.318,0.359,19.03,93.1,1.083,878.2424,-
26/06/2021 00:20,25176,0,0.352,0.359,19.03,91.8,2.014,878.1195,-
26/06/2021 00:30,25177,0,0.265,0.272,19.02,91.3,1.253,878.2998,-
26/06/2021 00:40,25178,0,0.237,0,18.95,91.1,0.659,877.8328,-
26/06/2021 00:50,25179,0,0.193,0,18.98,91.2,0,877.98,-
26/06/2021 01:00,25180,0,0.233,0,18.95,91.6,0,877.702,-
26/06/2021 01:10,25181,0,0.275,0,18.99,90.8,0,877.6863,-
26/06/2021 01:20,25182,0,0.352,0,19.13,88.8,0,877.7512,-
26/06/2021 01:30,25183,0,0.277,0,19.11,90.9,0.054,877.4568,-
26/06/2021 01:40,25184,0,0.253,0,18.95,93.2,0.035,877.2595,-
26/06/2021 01:50,25185,0,0.178,0,18.77,95.2,1.073,877.1053,-
26/06/2021 02:00,25186,0,0.218,0,18.54,95.7,1.509,877.1713,-
26/06/2021 02:10,25187,0,0.173,0,18.46,95.8,0.447,876.9331,-
26/06/2021 02:20,25188,0,0.252,0,18.47,96.1,0.107,877.1142,-
26/06/2021 02:30,25189,0,0.277,0,18.44,96.4,0.708,876.9734,-
26/06/2021 02:40,25190,0,0.243,0,18.39,96.5,0.231,876.9502,-
26/06/2021 02:50,25191,0,0.217,0,18.38,96.5,0,876.9498,-
26/06/2021 03:00,25192,0,0.237,0,18.46,96.5,0,876.9658,-
26/06/2021 03:10,25193,0,0.255,0,18.5,96.6,0,876.7379,-
26/06/2021 03:20,25194,0,0.254,0,18.52,97.3,0,877.0809,-
26/06/2021 03:30,25195,0,0.163,0,18.38,97.8,0.01,876.827,-
26/06/2021 03:40,25196,0,0.181,0,18.28,98.3,0,876.5572,-
26/06/2021 03:50,25197,0,0.255,0,18.21,98.6,0,876.59,-
26/06/2021 04:00,25198,0,0.348,0,18.19,98.8,0,876.573,-
26/06/2021 04:10,25199,0,0.389,0,18.18,99,0,876.7214,-
26/06/2021 04:20,25200,0,0.333,0,18.15,99.3,0,876.3438,-
26/06/2021 04:30,25201,0,0.106,0,18.07,99.4,0,876.2635,-
26/06/2021 04:40,25202,0,0.31,0,18.03,99.7,0,876.3774,-
26/06/2021 04:50,25203,0,0.39,0,18.06,99.9,1.065,876.3112,-
26/06/2021 05:00,25204,0,0.144,0,17.9,99.9,1.124,876.2714,-
26/06/2021 05:10,25205,0,0.164,0,17.68,99.9,0.894,876.361,-
26/06/2021 05:20,25206,0,0.277,0,17.5,100,1.208,876.1567,-
26/06/2021 05:30,25207,0,0.348,0,17.38,100,0.611,876.2388,-
26/06/2021 05:40,25208,0,0.333,0,17.42,100,0,876.2466,-
26/06/2021 05:50,25209,0,0.244,0,17.43,100,0,876.4097,-
26/06/2021 06:00,25210,0.236,0.383,0.268,17.48,99.8,0,876.329,-
26/06/2021 06:10,25211,4.436,0.39,3.857,17.5,99.1,0,876.6227,-
26/06/2021 06:20,25212,15.55,21.04,11.77,17.55,97.6,0.127,876.4012,-
26/06/2021 06:30,25213,42.53,150,25.36,17.62,95.3,0.4,876.4437,-
26/06/2021 06:40,25214,90.5,277.6,47.97,17.84,94.2,0.421,876.5811,-
26/06/2021 06:50,25215,146.3,409.4,70.13,18.64,91.9,0,876.5253,-
26/06/2021 07:00,25216,205.3,494,92.7,19.85,87.3,0,876.7285,-
26/06/2021 07:10,25217,183.1,221.2,108.2,19.67,87.7,0.143,876.7706,-
26/06/2021 07:20,25218,234,344.9,118.4,19.62,88.1,0.805,876.95,-
26/06/2021 07:30,25219,132.1,5.811,110.5,19.46,87.5,0.56,877.0727,-
26/06/2021 07:40,25220,143,15.87,113.3,19.36,87.4,0.618,877.0646,-
26/06/2021 07:50,25221,141,27.4,106.9,19.33,87.7,0.343,876.9419,-
26/06/2021 08:00,25222,342.8,393.6,137.5,19.89,84.9,0,876.892,-
26/06/2021 08:10,25223,458.6,640.6,129,21.11,80.3,0.105,877.0318,-
26/06/2021 08:20,25224,451.6,525.5,140.8,21.06,80.5,0.753,876.9419,-
26/06/2021 08:30,25225,475,582.2,129.6,21.75,78.16,0.136,877.1218,-
26/06/2021 08:40,25226,548.6,724,111.2,22.45,75.09,0.702,877.1699,-
26/06/2021 08:50,25227,553.2,712.1,101.3,22.53,73.76,0.602,877.2388,-
26/06/2021 09:00,25228,590.1,720.8,107.7,22.76,74.43,1.269,877.3184,-
26/06/2021 09:10,25229,619.8,723.1,112,23.06,74.37,0.887,877.5767,-
26/06/2021 09:20,25230,640.5,710.8,115.8,23.25,73.23,0.695,877.2581,-
26/06/2021 09:30,25231,703,743.5,126.9,22.99,74.02,1.636,877.1573,-
26/06/2021 09:40,25232,746.8,755,143.5,23.36,71.69,1.228,877.0871,-
26/06/2021 09:50,25233,785.7,518.4,305.1,23.72,70.02,1.273,877.4633,-
26/06/2021 10:00,25234,600.7,47.57,464.9,23.37,71.48,1.275,877.5865,-
26/06/2021 10:10,25235,524.2,17.72,432.6,23.57,70.33,1.268,877.476,-
26/06/2021 10:20,25236,435.6,2.518,372.6,22.91,73.98,1.969,877.2316,-
26/06/2021 10:30,25237,404.8,0.949,349.2,22.64,74.44,1.14,877.5699,-
26/06/2021 10:40,25238,449.7,2.171,387.3,23.09,73.23,0.699,877.5212,-
26/06/2021 10:50,25239,513.8,4.83,436.7,23.59,70.39,1.595,877.7318,-
26/06/2021 11:00,25240,516.2,4.119,438.7,23.89,69.83,0.986,877.7395,-
26/06/2021 11:10,25241,476.9,3.135,405.3,23.18,72.4,2.21,877.6453,-
26/06/2021 11:20,25242,392.2,0.5,339.8,23,73.51,2.434,877.6387,-
26/06/2021 11:30,25243,383.2,0.954,334.3,23.01,73.4,1.554,877.5045,-
26/06/2021 11:40,25244,410.4,0.926,356.1,23.26,72.8,1.523,877.7635,-
26/06/2021 11:50,25245,366.8,0.733,316.8,23,73.32,1.729,877.6041,-
26/06/2021 12:00,25246,454.7,1.524,391,23.04,72.92,1.765,877.3747,-
26/06/2021 12:10,25247,457.8,1.567,395,23.39,72.19,1.729,877.407,-
26/06/2021 12:20,25248,432.7,0.829,373.1,22.99,73.9,2.696,877.7056,-
26/06/2021 12:30,25249,413.1,1.048,357.6,22.94,73.09,2.458,877.4255,-
26/06/2021 12:40,25250,469.5,1.536,408.7,23.02,72.87,1.904,877.2894,-
26/06/2021 12:50,25251,523.8,3.034,447.5,23.8,71.26,2.008,877.3859,-
26/06/2021 13:00,25252,454.1,0.939,399.2,23.47,72.2,2.316,877.447,-
26/06/2021 13:10,25253,669.9,19.29,545.6,23.58,71.06,2.479,877.3457,-
26/06/2021 13:20,25254,757,69.17,568.6,23.94,69.74,2.355,877.2569,-
26/06/2021 13:30,25255,901,250.5,521.7,24.09,68.04,2.639,876.8231,-
26/06/2021 13:40,25256,1012,411.5,475,24.32,65.12,2.476,876.8926,-
26/06/2021 13:50,25257,1117,482.8,512.8,24.64,60.66,2.309,876.7802,-
26/06/2021 14:00,25258,921,204.4,571.4,25.07,53.47,1.75,876.8379,-
26/06/2021 14:10,25259,699.4,61.34,518.7,25.2,52.13,2.783,876.6944,-
26/06/2021 14:20,25260,449.3,10.19,368.9,24.69,54.77,3.265,876.6669,-
26/06/2021 14:30,25261,314.4,0.249,270.2,24.47,55.29,2.891,876.5165,-
26/06/2021 14:40,25262,296.5,0.303,256.6,24.12,58.79,3.316,876.5371,-
26/06/2021 14:50,25263,312,2.532,270.4,23.6,65.7,3.895,876.263,-
26/06/2021 15:00,25264,407.3,20.31,328,23.28,67.61,5.394,876.1399,-
26/06/2021 15:10,25265,443.5,19.12,356.7,22,70.76,6.735,876.3169,-
26/06/2021 15:20,25266,343.3,1.823,292.2,21.72,72.1,6.121,876.4095,-
26/06/2021 15:30,25267,267.1,1.311,228.5,21.05,73.68,6.162,876.4006,-
26/06/2021 15:40,25268,238.7,1.374,207.5,20.68,75.05,5.8,876.3621,-
26/06/2021 15:50,25269,201.8,0.338,173.4,20.3,76.69,4.97,876.449,-
26/06/2021 16:00,25270,185.3,0.378,159.4,20.28,76.22,4.477,876.142,-
26/06/2021 16:10,25271,159.1,0.386,136.4,20.38,77.11,3.536,876.0311,-
26/06/2021 16:20,25272,133.2,0.391,115.7,20.45,77.52,3.173,876.0911,-
26/06/2021 16:30,25273,134.5,0.395,116.7,20.81,75.9,2.013,876.0748,-
26/06/2021 16:40,25274,145.9,0.354,122,20.95,74.42,2.255,875.8621,-
26/06/2021 16:50,25275,140.7,0.325,121.1,20.83,73.82,2.71,876.1733,-
26/06/2021 17:00,25276,126.8,0.317,109.9,20.88,72.55,2.2,875.8858,-
26/06/2021 17:10,25277,96.1,0.272,84.2,21.04,73.22,1.396,876.1072,-
26/06/2021 17:20,25278,100.8,0.31,89.3,21.21,73.63,1.114,876.0096,-
26/06/2021 17:30,25279,122.5,0.226,106.4,21.05,74.26,1.909,875.7727,-
26/06/2021 17:40,25280,120.3,0.227,104,21.06,74.64,2.051,875.9273,-
26/06/2021 17:50,25281,101.7,0.271,89.2,21.19,75.06,1.008,875.9277,-
26/06/2021 18:00,25282,88.5,0.19,77.65,21.15,75.06,1.18,875.8784,-
26/06/2021 18:10,25283,79.77,0.272,69.8,21.19,74.6,0.798,876.0178,-
26/06/2021 18:20,25284,67.66,0.078,59.03,21.07,73.17,0.744,876.3046,-
26/06/2021 18:30,25285,55.64,0.003,48.24,21.05,72.54,0.519,876.4586,-
26/06/2021 18:40,25286,43.52,0.012,37.87,21.12,70.99,0.4,876.2794,-
26/06/2021 18:50,25287,30.81,0.018,26.81,21.3,68.78,0.58,876.2545,-
26/06/2021 19:00,25288,17.94,0.001,15.55,21.23,68.96,1.4,876.4847,-
26/06/2021 19:10,25289,7.482,0,6.336,21.01,72.19,1.478,876.7784,-
26/06/2021 19:20,25290,0.972,0.002,0.776,20.87,70.93,1.616,876.8926,-
26/06/2021 19:30,25291,0,0.008,0,20.89,68.98,1.386,876.8192,-
26/06/2021 19:40,25292,0,0.001,0,20.78,73.79,1.181,876.9913,-
26/06/2021 19:50,25293,0,0,0,20.32,80.4,1.682,877.3184,-
26/06/2021 20:00,25294,0,0,0,20.06,81.9,1.2,877.2282,-
26/06/2021 20:10,25295,0,0.001,0,19.98,81.8,1.81,877.5225,-
26/06/2021 20:20,25296,0,0.009,0,19.85,82.5,1.13,877.7272,-
26/06/2021 20:30,25297,0,0.003,0,19.85,82.6,0.785,877.7433,-
26/06/2021 20:40,25298,0,0.003,0,19.87,82.8,0.011,877.9888,-
26/06/2021 20:50,25299,0,0.001,0,19.87,84.7,0.21,878.1028,-
26/06/2021 21:00,25300,0,0.001,0,19.77,87.4,0,877.9801,-
26/06/2021 21:10,25301,0,0.002,0,19.63,88.5,0,877.9979,-
26/06/2021 21:20,25302,0,0.001,0,19.48,89.9,0,878.176,-
26/06/2021 21:30,25303,0,0.062,0,19.42,90.4,0,878.0865,-
26/06/2021 21:40,25304,0,0.056,0,19.46,89.9,0,878.1614,-
26/06/2021 21:50,25305,0,0.012,0,19.54,89.2,0,878.143,-
26/06/2021 22:00,25306,0,0,0,19.52,88.7,0,878.2347,-
26/06/2021 22:10,25307,0,0.003,0,19.44,88.8,0.137,878.2507,-
26/06/2021 22:20,25308,0,0.024,0,19.3,89,0.723,878.422,-
26/06/2021 22:30,25309,0,0.001,0,19.27,89.1,0,878.0777,-
26/06/2021 22:40,25310,0,0.009,0,19.22,88.9,0,878.2261,-
26/06/2021 22:50,25311,0,0.041,0,19.23,88.7,0.144,878.2094,-
26/06/2021 23:00,25312,0,0.029,0,19.1,88.5,1.049,878.0461,-
26/06/2021 23:10,25313,0,0.001,0,18.78,89.5,1.239,878.2094,-
26/06/2021 23:20,25314,0,0.008,0,18.59,88.5,1.123,878.3403,-
26/06/2021 23:30,25315,0,0.01,0,18.62,86.9,0.818,878.0783,-
26/06/2021 23:40,25316,0,0.002,0,18.53,85.8,0.908,878.0461,-
26/06/2021 23:50,25317,0,0.007,0,18.48,85.9,1.2,878.0947,-
27/06/2021 00:00,25318,0,0.101,0,18.44,86.1,2.073,877.7842,-
27/06/2021 00:10,25319,0,0.003,0,18.33,85.9,1.402,877.9721,-
27/06/2021 00:20,25320,0,0,0,18.23,86.8,1.248,877.8975,-
27/06/2021 00:30,25321,0,0.001,0,18.14,87.9,0.274,877.5957,-
27/06/2021 00:40,25322,0,0.008,0,18.16,88.7,0,877.6785,-
27/06/2021 00:50,25323,0,0.002,0,18.17,88.7,0,877.6287,-
27/06/2021 01:00,25324,0,0.001,0,18.15,89.7,0.033,877.6699,-
27/06/2021 01:10,25325,0,0.075,0,17.91,90.7,0.235,877.5223,-
27/06/2021 01:20,25326,0,0.039,0,17.78,90.8,0.114,877.587,-
27/06/2021 01:30,25327,0,0,0,17.83,91.4,0.108,877.2276,-
27/06/2021 01:40,25328,0,0.01,0,17.78,92,0.229,877.1138,-
27/06/2021 01:50,25329,0,0.108,0,17.97,92.9,0,877.2928,-
27/06/2021 02:00,25330,0,0.016,0,17.93,93,0,877.1878,-
27/06/2021 02:10,25331,0,0.083,0,17.93,93.5,0,876.892,-
27/06/2021 02:20,25332,0,0.229,0,18,94.3,0,876.7295,-
27/06/2021 02:30,25333,0,0.077,0,17.93,94.4,0,876.7365,-
27/06/2021 02:40,25334,0,0.007,0,17.9,94.5,0,876.6724,-
27/06/2021 02:50,25335,0,0.264,0,17.91,94.6,0.011,876.6061,-
27/06/2021 03:00,25336,0,0.334,0,17.87,94.3,0.146,876.3598,-
27/06/2021 03:10,25337,0,0.226,0,17.89,94.9,0.005,876.2307,-
27/06/2021 03:20,25338,0,0.06,0,17.78,95.4,0,876.3446,-
27/06/2021 03:30,25339,0,0.081,0,17.71,95.4,0,876.3126,-
27/06/2021 03:40,25340,0,0.016,0,17.71,94.8,0,876.4667,-
27/06/2021 03:50,25341,0,0.192,0,17.84,94.7,0.171,876.1486,-
27/06/2021 04:00,25342,0,0.109,0,17.78,95.4,0.106,876.23,-
27/06/2021 04:10,25343,0,0.033,0,17.63,96,0.178,876.2876,-
27/06/2021 04:20,25344,0,0.112,0,17.57,96.3,0.16,876.3778,-
27/06/2021 04:30,25345,0,0.064,0,17.53,96.1,0.066,876.5818,-
27/06/2021 04:40,25346,0,0.265,0,17.59,96.2,0,876.3691,-
27/06/2021 04:50,25347,0,0.126,0,17.55,96.1,0,876.5411,-
27/06/2021 05:00,25348,0,0.253,0,17.7,95.9,0,876.5001,-
27/06/2021 05:10,25349,0,0.186,0,17.67,95.7,0,876.5906,-
27/06/2021 05:20,25350,0,0.35,0,17.84,95.8,0,876.7866,-
27/06/2021 05:30,25351,0,0.303,0,17.78,95.7,0,876.7534,-
27/06/2021 05:40,25352,0,0.369,0,17.77,96.2,0.071,876.6222,-
27/06/2021 05:50,25353,0,0.191,0,17.58,97,0.095,876.861,-
27/06/2021 06:00,25354,0,0.241,0,17.47,97.7,0,876.8262,-
27/06/2021 06:10,25355,1.357,0.312,1.156,17.4,97.7,0.019,876.7294,-
27/06/2021 06:20,25356,5.13,0.367,4.475,17.43,97.8,0,876.7618,-
27/06/2021 06:30,25357,12.61,0.392,10.97,17.44,97.8,0,876.8607,-
27/06/2021 06:40,25358,21.54,0.392,18.8,17.48,98,0.079,877.1297,-
27/06/2021 06:50,25359,30.68,0.394,27.03,17.68,98.5,0.028,876.802,-
27/06/2021 07:00,25360,49.59,0.394,43.91,17.73,98,0.047,876.7866,-
27/06/2021 07:10,25361,76.74,0.394,67.51,17.97,96.6,0,876.8439,-
27/06/2021 07:20,25362,122.6,1.828,105.5,18.34,93.9,0,877.3351,-
27/06/2021 07:30,25363,184.5,9.47,153.7,18.89,91.3,0,877.1866,-
27/06/2021 07:40,25364,242.9,42.02,189.5,19.23,88.5,0,877.1795,-
27/06/2021 07:50,25365,250.3,66.2,184.8,19.74,88,0.299,877.6288,-
27/06/2021 08:00,25366,225.2,133.8,140.8,19.95,85.8,0.096,877.3173,-
27/06/2021 08:10,25367,135.5,0.652,116.8,20.02,83.4,0.462,877.3753,-
27/06/2021 08:20,25368,135.6,0.394,118.3,19.81,83.8,0.048,877.5224,-
27/06/2021 08:30,25369,166.8,1.114,144.5,19.92,83,0,877.3023,-
27/06/2021 08:40,25370,226.5,4.898,192.2,20.05,84.4,0.066,877.62,-
27/06/2021 08:50,25371,206.2,0.954,177.6,20.21,84.8,0.302,877.6704,-
27/06/2021 09:00,25372,215.8,1.394,183.6,19.9,86.7,0.277,877.7923,-
27/06/2021 09:10,25373,184.5,0.613,160.4,19.99,86.5,0.503,877.7842,-
27/06/2021 09:20,25374,289.5,9.87,242,20.28,85.3,0.365,877.4652,-
27/06/2021 09:30,25375,364.6,26.37,289.2,20.72,82.6,0.111,877.7759,-
27/06/2021 09:40,25376,365.2,37.55,278.3,21.18,79.88,0.829,877.7105,-
27/06/2021 09:50,25377,305.4,10.11,252.1,21.34,78.96,0.327,877.6342,-
27/06/2021 10:00,25378,511.1,30.08,403.6,21.46,78.88,1.31,877.7416,-
27/06/2021 10:10,25379,494.5,11.01,413.2,21.67,77.85,1.413,877.5351,-
27/06/2021 10:20,25380,528.6,13.91,439.2,21.74,76.54,0.821,877.6253,-
27/06/2021 10:30,25381,438.2,4.012,371.5,21.77,75.79,0.821,877.6389,-
27/06/2021 10:40,25382,406.3,4.807,347,22.31,72.66,0.828,877.6806,-
27/06/2021 10:50,25383,497,17.46,404.4,21.89,73.8,0.759,877.6273,-
27/06/2021 11:00,25384,665.2,91.5,475.6,22.83,70.06,0.227,877.5562,-
27/06/2021 11:10,25385,593.8,27.14,477.5,23.16,68.82,0.748,877.6631,-
27/06/2021 11:20,25386,612.2,13.14,506.1,22.61,71.07,1.351,877.4233,-
27/06/2021 11:30,25387,540.6,7.147,455.8,23.33,68.24,0.735,877.2637,-
27/06/2021 11:40,25388,506.7,3.699,428.6,23.08,68.82,1.971,877.2919,-
27/06/2021 11:50,25389,477.3,5.636,402.2,22.5,72.37,1.46,877.5911,-
27/06/2021 12:00,25390,458.1,4.586,385.3,22.07,74.43,2.425,877.3448,-
27/06/2021 12:10,25391,382.5,2.009,325.5,22.21,74.48,1.312,877.2901,-
27/06/2021 12:20,25392,314.1,0.06,269.3,21.46,77.46,1.706,877.1406,-
27/06/2021 12:30,25393,297.3,0.119,254.6,21.23,81.6,1.859,877.1215,-
27/06/2021 12:40,25394,306.4,0.377,263.3,20.84,83.8,2.463,877.1449,-
27/06/2021 12:50,25395,318,0.736,273.1,20.45,85.6,2.38,877.3154,-
27/06/2021 13:00,25396,306.3,0.793,263.3,20.39,87,2.753,877.1262,-
27/06/2021 13:10,25397,320,0.902,276.5,20.28,87.8,2.253,877.3396,-
27/06/2021 13:20,25398,378.5,1.782,326.3,20.34,88.6,1.951,877.1786,-
27/06/2021 13:30,25399,451.6,5.767,383.1,20.49,88.4,1.769,876.9418,-
27/06/2021 13:40,25400,405.1,4.436,343.9,20.45,88.4,1.479,876.8999,-
27/06/2021 13:50,25401,348.4,1.257,300.8,20.99,85.4,0.805,876.6968,-
27/06/2021 14:00,25402,363.9,1.741,315.2,21.49,83.9,0.293,876.6682,-
27/06/2021 14:10,25403,467.1,5.874,396.3,21.73,82.6,0.251,876.5715,-
27/06/2021 14:20,25404,499.8,8.24,418.3,21.79,80.5,0.602,876.5283,-
27/06/2021 14:30,25405,396.5,2.056,339.2,21.98,79.36,0.075,876.3901,-
27/06/2021 14:40,25406,296.8,0.816,261.1,22.68,78.57,0.077,876.2333,-
27/06/2021 14:50,25407,252.2,0.058,219.8,22.33,79.94,0.39,876.1365,-
27/06/2021 15:00,25408,263.9,0.091,230.4,21.61,82.4,0.183,876.2363,-
27/06/2021 15:10,25409,272.4,0.536,235.9,21.81,82.7,0.005,876.0818,-
27/06/2021 15:20,25410,284.3,0.913,246.8,21.86,81.9,0.068,876.1427,-
27/06/2021 15:30,25411,301.8,2.902,258.6,22.41,80.8,0,875.8752,-
27/06/2021 15:40,25412,258.3,0.923,223.8,22.32,80.9,0.08,875.8769,-
27/06/2021 15:50,25413,206.8,0.28,179.6,22.16,82,0,875.7196,-
27/06/2021 16:00,25414,213.4,0.798,184.4,22.1,81.5,0,875.7538,-
27/06/2021 16:10,25415,233.4,1.084,199.8,22.01,79.89,0,875.5426,-
27/06/2021 16:20,25416,151.5,0.117,129.8,21.85,79.35,0.006,875.4979,-
27/06/2021 16:30,25417,95.6,0.037,82.8,21.61,80.4,0,875.3727,-
27/06/2021 16:40,25418,141.1,0.391,121.5,21.66,81.1,0,875.0779,-
27/06/2021 16:50,25419,157,0.328,135.7,21.94,82.1,0.173,875.2028,-
27/06/2021 17:00,25420,127.4,0.376,110.4,21.47,82.8,0.465,875.2752,-
27/06/2021 17:10,25421,100,0.384,87.5,21.39,82.5,0,875.241,-
27/06/2021 17:20,25422,97.1,0.331,85.3,21.44,82.4,0,875.262,-
27/06/2021 17:30,25423,81.7,0.014,70.66,21.44,82.5,0,875.4113,-
27/06/2021 17:40,25424,61.93,0.001,52.53,21.26,83.9,0,875.4041,-
27/06/2021 17:50,25425,42.66,0.004,36.57,20.97,85.5,0,875.5096,-
27/06/2021 18:00,25426,29.72,0,24.99,20.77,87.5,0.305,875.3477,-
27/06/2021 18:10,25427,18.11,0.001,14.69,20.5,90,0.669,875.5099,-
27/06/2021 18:20,25428,12.99,0.012,9.96,19.97,92.6,1.175,875.4697,-
27/06/2021 18:30,25429,12.7,0.074,10.47,19.65,94.2,0.697,875.4868,-
27/06/2021 18:40,25430,12.98,0.112,10.46,19.59,94.6,0.505,875.6904,-
27/06/2021 18:50,25431,11.56,0.031,9.31,19.44,94.9,0.082,875.7723,-
27/06/2021 19:00,25432,5.666,0,3.97,18.95,91.9,0.611,875.7064,-
27/06/2021 19:10,25433,1.792,0.254,1.378,18.9,92,0.591,875.5594,-
27/06/2021 19:20,25434,0.078,0.148,0.056,18.75,93.1,0.05,875.6746,-
27/06/2021 19:30,25435,0,0.304,0,18.82,93.5,0,875.8872,-
27/06/2021 19:40,25436,0,0.279,0,18.91,94,0,875.9843,-
27/06/2021 19:50,25437,0,0.334,0,18.85,94.4,0,876.0831,-
27/06/2021 20:00,25438,0,0.091,0,18.81,93.9,0,876.2061,-
27/06/2021 20:10,25439,0,0.242,0,18.92,94.9,0,876.3045,-
27/06/2021 20:20,25440,0,0.113,0,18.81,94.8,0,876.5983,-
27/06/2021 20:30,25441,0,0.198,0,18.7,94.9,0,876.6138,-
27/06/2021 20:40,25442,0,0.235,0,18.69,94.7,0.153,876.3695,-
27/06/2021 20:50,25443,0,0.276,0,18.58,95.5,0.808,876.55,-
27/06/2021 21:00,25444,0,0.319,0,18.54,96.1,0.164,876.9175,-
27/06/2021 21:10,25445,0,0.304,0,18.46,96.7,0.071,876.942,-
27/06/2021 21:20,25446,0,0.123,0,18.42,96.5,0.295,876.8753,-
27/06/2021 21:30,25447,0,0.342,0,18.46,95.5,0.569,876.9755,-
27/06/2021 21:40,25448,0,0.381,0,18.56,95.6,0.019,877.0809,-
27/06/2021 21:50,25449,0,0.377,0,18.65,95.8,0,877.2114,-
27/06/2021 22:00,25450,0,0.38,0,18.74,96.1,0,877.3011,-
27/06/2021 22:10,25451,0,0.38,0,18.74,96.2,0.25,877.1553,-
27/06/2021 22:20,25452,0,0.322,0,18.79,96.2,0.003,877.3828,-
